Age,Gender,IncomeLevel,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems,GenderLabel,DaysSinceRegistration,PurchaseFrequency,AvgPurchaseInterval,CSFrequency,NegativeExperienceIndex,TotalEngagementScore,EngagementToConversionRatio,CLVPerMonth,RepeatAndPremiumFlag,RecencyProxy,CustomerTenure,ChurnRiskScore
64.0,6,3,5.0,19.99373126361249,60.10942807931538,0.2826489484032198,0.0023778099134227,4,2.0,8.793455301886159,0.0972732732035176,0.2398639119773212,0.2963929160307004,2,0,2,0,761.0,0.18963337547408343,127.0,0.07585335018963338,2.413089396227683,0.14251337915832124,0.674850511610768,2.2797507488994455,0,0.8405951115834218,761.0,0.3744816658387667
28.0,5,1,5.0,23.935587018968697,288.7110403087488,0.3396751912731396,0.1863511141677929,2,1.0,8.785575522629003,0.1842804869064392,0.1129636041718942,0.1985151600456089,1,1,0,3,2766.0,0.0536480686695279,461.1666666666667,0.01072961373390558,1.2144244773709971,0.26301315272046627,1.5915682494432926,3.0977579432269184,1,0.9490835030549898,2766.0,0.3735503849581093
53.0,6,5,5.0,177.86450232127586,813.5337901736672,0.1849667801029113,0.4930770793855856,1,4.0,6.90256356302226,0.1922807721932627,0.196217310340438,0.2061180939446076,2,0,1,0,1211.0,0.12087026591458501,202.0,0.09669621273166801,12.389745747910961,0.33902192974424844,1.710449022610437,19.66640910975827,0,0.8921639108554996,1211.0,0.4426498000650582
37.0,6,1,5.0,154.41784202773806,540.3115544095335,0.1349309413873519,0.471502785952518,2,2.0,5.513807886375023,0.18718468877806,0.16029560961232,0.1021839591177428,2,0,2,0,2127.0,0.06954102920723226,354.6666666666667,0.027816411682892905,8.972384227249954,0.30321686366993494,2.022941576957875,7.5147643172396865,0,0.9349804941482445,2127.0,0.4829754525792008
40.0,5,5,2.0,54.96655894184753,159.066976586792,0.2826489484032198,0.5318911174378684,1,2.0,7.309901649920623,0.0925610935914771,0.1489395167633689,0.2831685421148115,2,2,0,3,1381.0,0.042523033309709427,460.6666666666667,0.042523033309709427,5.380196700158754,0.4072700329205441,2.328711544934322,3.3820051719374633,0,0.9592114208021753,1381.0,0.4235039734993398
48.0,4,6,2.0,54.53280105391683,256.686646702814,0.2365871906537327,0.2866322441933279,1,1.0,7.393920859600193,0.0772505945988323,0.1287334383650555,0.2333299629942165,0,0,0,0,1681.0,0.03506721215663355,560.6666666666666,0.017533606078316773,2.6060791403998067,0.2616097174235303,1.786475732765496,4.50064254885121,0,0.9661208356860531,1681.0,0.42486725657440866
47.0,5,5,8.0,45.34244074167044,296.312206409059,0.5714438010993526,0.307049664726179,2,4.0,7.1521144087400295,0.1980259042092562,0.4666310874149412,0.0923984824851516,2,0,0,3,1941.0,0.121765601217656,215.77777777777777,0.060882800608828,11.391542365039882,0.4392467329127658,1.7406055724936833,4.510079245191156,0,0.8914518317503393,1941.0,0.402760678039201
29.0,3,6,5.0,48.456181149800194,288.7110403087488,0.4358263292392241,0.5189302044962191,4,2.0,7.216058707481906,0.2571773498845709,0.1786411170095537,0.3838224554746096,2,0,0,1,1712.0,0.08610792192881744,285.5,0.03444316877152698,5.5678825850361875,0.47737826686772156,1.7472645883402143,4.972061543778682,0,0.9207188160676533,1712.0,0.38456573309116976
42.0,3,4,5.0,9.844160401208615,288.7110403087488,0.0912050622415985,0.2866322441933279,0,6.0,7.315191663172959,0.1220481085572668,0.0413831743780873,0.3294876769793231,2,0,2,1,2437.0,0.060802594244021076,406.3333333333333,0.0729631130928253,16.108850020962247,0.1889186532174632,1.1497884163052765,3.5108760475324137,0,0.9426824608330149,2437.0,0.4367106560440352
41.0,3,3,5.0,54.53280105391683,40.83142156201873,0.5717954100463684,0.0529198942967157,3,2.0,5.3272890365528,0.2244984030367077,0.1434629963119202,0.1641841146059051,2,0,2,1,2875.0,0.05163511187607574,479.3333333333333,0.020654044750430294,9.3454219268944,0.31235765217154204,1.7609237495581733,0.42166700408280966,0,0.9509001636661211,2875.0,0.47542480713460733
38.0,3,4,5.0,158.9807257055021,288.7110403087488,0.2826489484032198,0.2360646174651767,4,4.0,2.539318904132206,0.3270745057342472,0.252298433039175,0.1372510963437814,2,0,0,1,2149.0,0.06883891693437356,358.3333333333333,0.055071133547498846,29.842724383471175,0.2593567829341983,1.0857395976909276,3.974911064370107,0,0.9355946758265351,2149.0,0.544791901591323
31.0,1,4,5.0,194.5997057816101,43.59632379420979,0.2826489484032198,0.5286776037507536,3,2.0,8.461399566018786,0.0892550987953138,0.1202847542865995,0.0656374921457525,0,2,0,2,2422.0,0.061174551386623165,403.8333333333333,0.024469820554649267,3.0772008679624285,0.4056632760769867,4.422517266718684,0.5333971100433498,0,0.9423520368946965,2422.0,0.41680864648880916
38.0,4,4,5.0,15.38115580674666,285.35485917107513,0.080201899448361,0.2909860720101524,3,2.0,7.181997299984871,0.1941446881567091,0.3068387881002117,0.3733882898491444,2,2,0,0,1814.0,0.08134490238611713,302.5,0.03253796095444685,5.636005400030259,0.1855939857292567,0.6367772478926161,4.642432632935062,0,0.9247743229689068,1814.0,0.3777185671393126
64.0,1,4,5.0,7.344361391030193,85.68436662424241,0.2489509285137461,0.3198457279026163,0,1.0,9.317836277007762,0.1300339084780404,0.043317418154207,0.3075520287212492,1,0,2,2,849.0,0.1706484641638225,141.66666666666666,0.034129692832764506,0.6821637229922377,0.2843983282081812,1.774139549470897,2.9243811134553725,0,0.8542274052478135,849.0,0.3665833721591302
30.0,6,3,14.0,49.29627103282404,897.7353559544823,0.2826489484032198,0.6061647704730402,2,2.0,6.059680456508866,0.1178276065255543,0.1987214049166208,0.1803894439764656,2,0,0,0,1921.0,0.21527421834956434,128.13333333333333,0.030753459764223477,7.880639086982267,0.44440685943812996,2.6828524039944277,13.804234074133506,0,0.8228595529312526,1921.0,0.4611771635115156
53.0,6,6,5.0,9.314660668260831,18.068272806210143,0.2078105162159821,0.332720212813654,0,2.0,9.321613405276194,0.2284699664306527,0.3419771543928504,0.1092468334659268,0,0,0,0,1090.0,0.13392857142857142,181.83333333333334,0.05357142857142857,1.3567731894476118,0.27026536451481803,1.1928788093394918,0.4839715930234859,0,0.8818897637795275,1090.0,0.3457971658412187
25.0,5,1,8.0,45.65302495713105,443.7597040575501,0.1263477557817052,0.2160484675971539,4,2.0,7.230093040625165,0.104449505182991,0.385474439017933,0.0571753800267458,1,0,0,3,2707.0,0.08768724881256851,300.8888888888889,0.021921812203142127,5.539813918749671,0.17119811168942956,0.9387537071667835,4.86400844783577,0,0.9193819281155525,2707.0,0.4167271758784984
21.0,3,4,8.0,160.43802063412775,1565.8872482213833,0.4108460409124318,0.1416072034209189,1,2.0,5.32809863061784,0.0583375894158636,0.2026810906259561,0.2386558920018628,2,2,2,1,2334.0,0.10152284263959391,259.44444444444446,0.025380710659898477,9.34380273876432,0.2762266221666754,1.6584291808630183,19.87166558656578,0,0.9078341013824884,2334.0,0.4811479780069434
84.0,5,1,8.0,33.55959929125069,474.4895864171756,0.1731608842707744,0.4769598507100744,3,2.0,6.867366793817527,0.1097276529606848,0.2050136892580724,0.4084232247685948,2,0,0,3,997.0,0.23369036027263876,110.88888888888889,0.05842259006815969,6.265266412364946,0.3250603674904244,1.3484856719083598,13.86045529943064,0,0.8105761641673244,997.0,0.4150838309409419
43.0,6,1,5.0,5.478934544521163,18.86585135873688,0.1865623742092108,0.2701404733962833,1,4.0,5.243555549387806,0.3514891852639346,0.4503580818918065,0.1334600958155115,2,0,0,0,1629.0,0.09041591320072333,271.6666666666667,0.07233273056057866,19.025777802448776,0.22835142380274703,0.7324352413160389,0.3411546357818604,0,0.9170812603648424,1629.0,0.43968550429037245
43.0,3,4,2.0,227.6314507584983,464.8006238852506,0.2347272354696997,0.0877771369881343,0,1.0,6.059780510414245,0.1200610962482007,0.0609428393167081,0.1802840419982133,2,0,0,1,1368.0,0.04291845493562232,456.3333333333333,0.02145922746781116,3.940219489585755,0.16125218622891702,1.3389666189553064,9.974262315134133,0,0.9588477366255144,1368.0,0.4764726225861664
43.0,4,5,2.0,156.78122706855595,102.70638087189448,0.1190150295414034,0.4067554931619976,4,1.0,7.756440176101581,0.1608291349187658,0.4086217148020863,0.1994267029380539,0,0,0,0,2250.0,0.02631578947368421,750.3333333333334,0.013157894736842105,2.243559823898419,0.2628852613517005,1.0257195104334604,1.3513997483144011,0,0.9743589743589742,2250.0,0.36873715611681773
56.0,6,1,2.0,24.048731133159787,157.7099241276137,0.1363964551253721,0.2964397943563228,4,4.0,5.30672324280549,0.2019378301980937,0.2282999306644921,0.1994267029380539,2,0,0,0,828.0,0.06993006993006992,276.3333333333333,0.13986013986013984,18.77310702877804,0.21641812474084743,1.031106753243493,5.514333011455024,0,0.9346405228758169,828.0,0.498801082833792
41.0,5,5,2.0,34.60827510538666,33.83200182035513,0.1718397862534331,0.0807245870245286,1,2.0,6.426245570302381,0.3746389143429357,0.0459839953469969,0.1791355800063122,0,0,1,3,1599.0,0.03683241252302026,533.3333333333334,0.03683241252302026,7.147508859395238,0.12628218663898086,0.6316620296991945,0.6230571237634462,0,0.9644760213143873,1599.0,0.4382945580216687
47.0,5,6,5.0,106.59762108510994,1178.3724876725016,0.374390984304134,0.037748179348079,4,4.0,5.961025448845913,0.1695092629101386,0.2331114762901108,0.2530655803975926,2,0,2,3,2296.0,0.0644883920894239,382.8333333333333,0.051590713671539126,16.15589820461635,0.2060695818261065,0.9428379066132865,15.198269402482824,0,0.9394184168012923,2296.0,0.4492216080230388
19.0,6,1,5.0,50.91027368105874,137.64728421104718,0.2440724793676948,0.4337598338253947,4,4.0,6.193836817439457,0.1090012808665496,0.2257242749600801,0.1051624872742861,0,0,0,0,835.0,0.17341040462427745,139.33333333333334,0.13872832369942198,15.224652730242173,0.3389161565965447,2.3113643383649913,4.773894250094122,0,0.8522167487684729,835.0,0.4971516535065208
49.0,1,3,2.0,153.5773221746507,319.3807737859422,0.5236841749506406,0.034505689670813,0,1.0,7.578841126008877,0.2939553316361181,0.1176081504438364,0.2849909700963768,2,0,1,2,0.0,2.0,0.3333333333333333,1.0,2.421158873991123,0.2790949323107268,1.2020326454281107,319.3807737859422,0,0.3333333333333333,0.0,0.6797608392628894
31.0,4,6,5.0,22.614107448714314,288.7110403087488,0.5032239878831021,0.1902062899827217,0,2.0,9.221626476926383,0.4134475523292082,0.1011021824730509,0.3528822380665057,2,0,0,0,855.0,0.1694915254237288,142.66666666666666,0.06779661016949153,1.5567470461472332,0.3467151389329119,1.1991047736509703,9.786814925720298,0,0.855072463768116,855.0,0.328032592360554
45.0,6,6,2.0,126.39070126600596,128.9107806597292,0.1270510317007716,0.1908319934563226,4,2.0,7.66538038130274,0.0450625399541768,0.1501179680579421,0.0488310366525333,0,0,0,0,1533.0,0.03838771593090211,511.3333333333333,0.03838771593090211,4.669239237394519,0.1589415125785471,1.9540824436958808,2.474295214198257,0,0.9630314232902034,1533.0,0.4490200307182348
9.0,6,5,5.0,22.23706455163577,163.124739201613,0.3636229270561669,0.2148239581262113,4,3.0,6.175587091841464,0.1504641328452484,0.4472936038042501,0.1047721474392875,2,0,0,0,757.0,0.1905972045743329,126.33333333333333,0.11435832274459974,11.473238724475607,0.2892234425911891,1.2350600910290075,6.2182238577489075,0,0.83991462113127,757.0,0.4553692328562978
44.0,5,4,8.0,168.26183026947862,1318.405309175349,0.4723251326195756,0.4445328443582509,1,2.0,7.706310041223496,0.1531082118559502,0.0538954800930556,0.1433709603105863,2,0,0,3,1506.0,0.15625,167.44444444444446,0.0390625,4.587379917553008,0.4584289884889132,3.9251560611742446,25.750103694831033,0,0.8648648648648649,1506.0,0.4338128284620162
1.0,3,3,2.0,86.75739373244105,172.73063264325702,0.101290967943223,0.1386345993387981,3,4.0,5.790188723547951,0.1181958608702908,0.0815418548513877,0.308896448870506,0,0,0,1,1418.0,0.04143646408839779,473.0,0.08287292817679558,16.839245105808196,0.11996278364101054,0.707554178058505,3.5786733282442755,0,0.960212201591512,1418.0,0.4833383281343089
30.0,3,3,2.0,425.3199651188232,1370.10864561136,0.5275321908485621,0.368568473969195,2,2.0,5.552385115039739,0.2305322910558449,0.3028696473861937,0.1295370604769728,2,0,2,1,2121.0,0.02789400278940028,707.3333333333334,0.02789400278940028,8.895229769920523,0.44805033240887854,2.0275544458163743,19.10890719123236,0,0.9728629579375847,2121.0,0.4534047808630931
9.0,3,5,5.0,21.7253628581348,272.176542193719,0.397258836638065,0.5455429580921324,4,2.0,6.234836647810309,0.0419896641149307,0.221409347515549,0.1654104404891414,2,2,2,1,2862.0,0.051867219917012444,477.1666666666667,0.02074688796680498,7.530326704379382,0.4714008973650987,3.2979515522576093,2.823408114042728,0,0.9506903353057199,2862.0,0.4620043733397828
34.91932737335036,5,5,2.0,133.93442335292025,306.5321945889337,0.4177577719585624,0.2327724448429781,0,2.0,8.023635116142328,0.0641501724211132,0.2309229084663725,0.2959184036900033,2,0,0,3,941.0,0.06179196704428424,314.0,0.06179196704428424,3.9527297677153435,0.3252651084007703,1.6511073295378074,9.470613633025758,0,0.9418040737148401,941.0,0.39902967201868356
36.0,3,6,8.0,9.669308452306954,122.38838331259568,0.1103180260767754,0.2749625455423637,0,1.0,8.76727460925689,0.1176846716507557,0.0317857802108847,0.0176698453767322,2,2,1,1,1311.0,0.17897091722595077,145.77777777777777,0.022371364653243846,1.2327253907431093,0.19264028580956954,3.4576370514248187,2.737995152407062,0,0.8481973434535104,1311.0,0.4214077981531501
23.0,6,5,8.0,80.59445347972449,543.0916525419105,0.2750218773260883,0.3084254854777128,4,1.0,10.0,0.1980259042092562,0.2751584960441273,0.2412297719865525,2,0,2,0,1875.0,0.12598425196850394,208.44444444444446,0.015748031496062992,0.0,0.2917236814019005,1.2250140089182748,8.552624449478905,0,0.8881118881118881,1875.0,0.30946918648349414
56.0,1,4,8.0,128.23742436739744,1203.9112186729033,0.1786900209919358,0.0743165119148557,0,1.0,8.629904534890894,0.1395868225828501,0.067783468208738,0.2771207776093972,2,0,0,2,1767.0,0.1335559265442404,196.44444444444446,0.01669449081803005,1.370095465109106,0.12650326645339574,0.7833115493296211,20.09868478585815,0,0.8821796759941091,1767.0,0.3815124020785508
21.0,1,6,5.0,103.61608446883214,357.40731720151814,0.2428593942462842,0.551019779946616,2,2.0,5.287696918405886,0.2409919464226929,0.052018539170096,0.1697445776368722,2,0,0,2,1396.0,0.10518934081346425,232.83333333333334,0.04207573632538569,9.424606163188228,0.3969395870964501,2.573307427597132,7.519088019667282,0,0.9048223350253807,1396.0,0.49229113824815096
34.91932737335036,1,6,14.0,150.5843903835944,2369.7870795843733,0.3549244772135081,0.5941092097449674,4,2.0,3.442467033784337,0.2920180923529624,0.0972349705907207,0.1994267029380539,2,0,2,2,2194.0,0.18884892086330934,146.33333333333334,0.02697841726618705,13.115065932431326,0.4745168434792377,2.4181963749278443,31.96655233252302,0,0.8411497730711044,2194.0,0.5263288787154278
42.0,3,6,5.0,61.90899510524255,288.7110403087488,0.4090482941323256,0.5996980283636936,3,2.0,6.544437650464468,0.0910148167978603,0.2538559558891782,0.0348309480086538,0,0,0,1,1317.0,0.111358574610245,219.66666666666666,0.044543429844097995,6.911124699071063,0.5043731612480096,3.984989917880667,6.430089984604651,0,0.8997995991983968,1317.0,0.46640300334653634
8.0,1,3,14.0,25.3584154737196,307.5733028675076,0.0409014615184174,0.1724790954018011,2,1.0,7.416736518308363,0.3220968106895534,0.1151514678238276,0.3380415363884724,2,0,0,2,2735.0,0.1518987341772152,182.4,0.0108499095840868,2.5832634816916373,0.10669027846010924,0.41283864525540126,3.3371425265914025,0,0.8681318681318682,2735.0,0.377380902005728
22.0,3,3,8.0,29.50075067393622,288.7110403087488,0.1064505648015363,0.2500501006008493,4,4.0,6.689387298578313,0.1980259042092562,0.2561334934706938,0.1728888323399029,2,2,0,1,2695.0,0.08807339449541285,299.55555555555554,0.044036697247706424,13.242450805686747,0.1782503327011928,0.8528027256826334,3.178470168536684,0,0.9190556492411467,2695.0,0.42892295954764886
27.0,6,5,2.0,72.56537109253287,130.8610856873016,0.4670048499992172,0.0948649861306304,0,2.0,7.246477119145646,0.4300450293804771,0.1014266448511099,0.0244921152712161,2,0,0,0,915.0,0.06349206349206349,305.3333333333333,0.06349206349206349,5.507045761708708,0.2809349180649238,1.5159264368083665,4.154320180549257,0,0.9402985074626866,915.0,0.4275248002062093
13.0,6,4,5.0,13.859060288207768,288.7110403087488,0.4631171097732246,0.5122379644089436,1,1.0,6.215589121360658,0.2392661774725325,0.2333312184817885,0.1480018709122867,2,0,2,0,1901.0,0.07767995857068875,317.0,0.015535991714137751,3.784410878639342,0.48767753709108413,2.357440005271068,4.485412330016811,0,0.9279192695819318,1901.0,0.43544655495787393
27.0,5,5,5.0,21.54793858696576,141.60350405100678,0.2792666645369579,0.2554173432201815,4,1.0,6.564621086000208,0.1607266258686987,0.1588459439036218,0.178679968790427,0,0,0,3,2081.0,0.07105637138796779,347.0,0.014211274277593559,3.4353789139997923,0.2673420038785697,1.6096680308847313,2.012366234737188,0,0.9336576735957541,2081.0,0.4408910778949055
13.0,5,6,8.0,198.4130640637964,1644.8195414046477,0.175226597964016,0.2866322441933279,2,3.0,6.956161577898839,0.1980259042092562,0.1154208667461436,0.146132347056106,2,0,0,3,2441.0,0.09712666936462971,271.3333333333333,0.03642250101173614,9.131515266303484,0.23092942107867193,1.5074308509511494,19.969480470311385,0,0.9114717816303947,2441.0,0.4409646872316883
37.0,4,5,5.0,54.57820218883417,434.1787563855356,0.3854745862921517,0.0986938507615648,1,2.0,7.641602281187485,0.2178389768893512,0.3626742047144752,0.2238933423208999,2,0,0,0,1621.0,0.09085402786190189,270.3333333333333,0.036341611144760755,4.716795437625031,0.24208421852685824,0.9028394542585436,7.889377765939472,0,0.9167129372570794,1621.0,0.37440021171784016
16.0,6,1,2.0,54.53280105391683,288.7110403087488,0.1538487157972448,0.1814099779717486,1,1.0,6.501467439091496,0.1155961319041583,0.1242026125170047,0.2473646488725651,0,0,0,0,1880.0,0.031413612565445025,627.0,0.015706806282722512,3.4985325609085036,0.1676293468844967,1.0322716172055055,4.534728381812808,0,0.9695431472081218,1880.0,0.4447128996062415
35.0,3,3,5.0,62.28938829614936,175.0138434062641,0.1525865782347926,0.291622537721064,4,2.0,3.774077024214078,0.1980259042092562,0.0929534096510947,0.0176941456717711,2,0,0,1,2559.0,0.05793742757821553,426.6666666666667,0.023174971031286212,12.451845951571844,0.2221045579779283,2.158615123886523,2.027970375507116,0,0.945235487404162,2559.0,0.5525737193120139
52.0,4,3,2.0,27.51857528629203,5.76947706422051,0.3664043892858109,0.3037681421654569,3,1.0,7.181322697357498,0.2213798985289676,0.1009011067895817,0.1879784474260461,2,0,0,0,2018.0,0.029296875,673.0,0.0146484375,2.8186773026425023,0.33508626572563394,1.970081850564987,0.08451382418291763,0,0.9715370018975332,2018.0,0.4209202566299957
46.0,6,1,5.0,235.3241627720797,1004.5859975159112,0.295998298710816,0.2262623511089932,1,2.0,5.614031487555604,0.4059920790098879,0.4409909585906097,0.1994267029380539,2,0,0,0,1820.0,0.08108108108108109,303.5,0.032432432432432434,8.771937024888793,0.2611303249099046,0.7486443392561623,16.290583743501262,0,0.9249999999999999,1820.0,0.40178748636458805
33.0,3,5,5.0,26.127378187308544,288.7110403087488,0.2826489484032198,0.2642060529621388,4,4.0,6.348539950081231,0.1424433781318181,0.2083902138373498,0.09164306579948,2,0,0,1,0.0,5.0,0.16666666666666666,4.0,14.605840199675075,0.2734275006826793,1.8538309900721486,288.7110403087488,0,0.16666666666666666,0.0,1.6505469137950768
34.91932737335036,6,3,8.0,114.05146975447464,1098.8279629318722,0.5366251835879773,0.2262747394629899,2,1.0,4.4098107967620725,0.218931873941805,0.0824293521018745,0.3472608120400309,2,2,0,0,2133.0,0.11095700416088766,237.11111111111111,0.013869625520110958,5.5901892032379275,0.3814499615254836,1.7642702908251946,15.240332356891432,0,0.9001248439450688,2133.0,0.48538362534200974
37.0,6,3,2.0,27.33727182789792,288.7110403087488,0.6245396416972546,0.1100622555545652,4,2.0,9.09458185997187,0.2547086715710587,0.1083704921941623,0.0537675135976497,0,0,1,0,2517.0,0.02355712603062426,839.3333333333334,0.02355712603062426,1.810836280056261,0.3673009486259099,2.6434057784300866,3.4006011814929185,0,0.9769850402761796,2517.0,0.37865012502831513
24.0,3,6,11.0,1886.330107227007,543.2387297333761,0.2302808942211587,0.2866322441933279,2,1.0,7.486021411765531,0.0145684162504114,0.1278637672669686,0.4037692344435852,2,0,0,1,0.0,11.0,0.08333333333333333,1.0,2.513978588234469,0.2584565692072433,1.4195595680391258,543.2387297333761,0,0.08333333333333333,0.0,0.7025925019189054
38.0,6,5,8.0,32.702503667959185,247.7746350344209,0.3268153416679871,0.0726013455320173,2,3.0,7.144332300884309,0.0437532095291694,0.1834098450406699,0.0222572808300288,2,0,0,0,1716.0,0.1374570446735395,190.77777777777777,0.05154639175257732,8.567003097347072,0.1997083436000022,2.4020408108147024,4.257296134612043,0,0.879154078549849,1716.0,0.46787790377926153
9.0,6,5,11.0,17.281821196566998,178.06657058994566,0.4119956330052137,0.254392628950157,1,2.0,6.956161577898839,0.3825197145924764,0.1987214049166208,0.1306999593267842,2,0,2,0,834.0,0.3819444444444444,69.58333333333333,0.06944444444444445,6.087676844202322,0.33319413097768535,1.404018128175881,6.182867034373113,0,0.7236180904522613,834.0,0.4172230088182507
47.0,6,6,2.0,65.14889136239708,147.1345246924531,0.2819444566805682,0.2871159398983965,3,2.0,7.009347404934027,0.3603721186447046,0.2559717343887024,0.0751557728936151,2,2,2,0,2832.0,0.020964360587002094,944.3333333333334,0.020964360587002094,5.9813051901319465,0.28453019828948234,1.2343996434201985,1.5422906152248752,0,0.9794661190965093,2832.0,0.4038089359044769
35.0,5,4,5.0,31.572368377615696,288.7110403087488,0.4917248351670729,0.3661829168521926,0,1.0,5.798187442908377,0.4433180808808272,0.1124176991295405,0.1637794969812847,2,0,0,3,1529.0,0.09621552277100705,255.0,0.01924310455420141,4.201812557091623,0.42895387600963275,1.7885044330066795,5.5556967346135115,0,0.9122293739028672,1529.0,0.4358919378134555
68.0,1,3,2.0,34.790121253784264,155.3564311633896,0.3764274599981589,0.3477135201463193,4,3.0,8.466568049753413,0.099380183244945,0.1997369279956235,0.1881474878006702,2,0,0,2,1744.0,0.033821871476888386,581.6666666666666,0.05073280721533258,4.600295850739762,0.3620704900722391,2.2291887914443262,2.6272226239581107,0,0.9672846237731735,1744.0,0.39625418746649893
54.0,6,4,2.0,43.85164631024648,31.6348259239076,0.2442240937743813,0.3538830679551012,3,2.0,5.410667052784682,0.1067301832392066,0.1236458383454915,0.1679377952429466,2,0,2,0,869.0,0.06674082313681869,290.0,0.06674082313681869,9.178665894430637,0.29905358086474126,2.2523797758266215,1.055667160975782,0,0.9374348279457768,869.0,0.5045937264471525
43.0,3,3,5.0,54.53280105391683,169.3095600733521,0.3129192364482848,0.2094864079953166,4,2.0,6.749454614703303,0.1348215483689608,0.245661205194678,0.3506832185821213,2,0,0,1,1401.0,0.10482180293501048,233.66666666666666,0.04192872117400419,6.501090770593393,0.2612028222218007,1.0717200763672285,3.5494666682044462,0,0.9051233396584439,1401.0,0.41260618162500085
